Date,Open,High,Low,Close,Adj Close,Volume,PS Ratio
6/13/2018,346.709991,347.200012,339.799988,344.779999,344.779999,9469800,4.858
6/14/2018,347.630005,358.75,346.600006,357.720001,357.720001,10981000,4.898
6/15/2018,353.839996,364.670013,351.25,358.170013,358.170013,10531700,4.899
6/18/2018,355.4,373.73,354.5,370.83,370.83,11693075,5.03
6/19/2018,365.16,370,346.25,352.55,352.55,12537147,5.125
